cluster	status	loglr	df	p	p.adjust	genes
chr14:clu_18182_-	Success	0.000149384770452343	1	0.986209290946655	0.999898752939406	Rabggta
chr14:clu_18183_-	Success	10.7137054631166	6	0.00153677087941747	0.0307406565799837	Sdr39u1
chr14:clu_18184_-	Success	1.24913847277276	3	0.475602558350725	0.728636365069435	Sdr39u1
chr14:clu_18185_-	Success	3.21005583201668	2	0.0403543601438248	0.219249968230601	Sdr39u1
chr14:clu_18186_-	Not enough valid samples	NA	NA	NA	NA	Mcpt8
chr14:clu_18187_-	Not enough valid samples	NA	NA	NA	NA	Btf3-ps18
chr14:clu_18188_-	Success	1.5935926204225	3	0.363655491541173	0.643824702527	Zmym5
chr14:clu_18189_-	Success	1.5082452274055	2	0.221297965049552	0.521906227058851	Eef1akmt1
chr14:clu_18190_-	Success	0.377581005101092	3	0.860158815640638	0.954407294888305	Eef1akmt1
chr14:clu_18191_-	Success	1.50946423719034	2	0.221028365020711	0.52154990743426	Xpo4,Gm49361
chr14:clu_18192_-	Success	0.0178826715487048	1	0.85000090355771	0.949799396615898	Lats2
chr14:clu_18193_-	Success	1.47555707794891	1	0.0858183748242723	0.323759291048364	Gm49361,Lats2
chr14:clu_18194_-	Success	0.032324070843373	1	0.799294708870246	0.924197632701192	Lats2,Gm49361
chr14:clu_18195_-	Success	0.000464233735954167	1	0.975691609326039	0.996632013542384	Zdhhc20
chr14:clu_18196_-	Success	2.58589293657906	1	0.022956603917338	0.159348786532108	Micu2
chr14:clu_18197_-	Success	0.0351187060696816	1	0.790991421623799	0.920157414409446	Cdadc1
chr14:clu_18198_-	Success	5.90702719307501e-05	1	0.991327765892526	1	Cdadc1
chr14:clu_18199_-	Success	0.595842835106168	1	0.274989800173952	0.577581230846875	Nupl1,Gm49336
chr14:clu_18200_-	Not enough valid samples	NA	NA	NA	NA	Tnfrsf19
chr14:clu_18201_-	Success	1.49144911898702	2	0.225046300266064	0.525828892651041	Spryd7
chr14:clu_18202_-	Not enough valid samples	NA	NA	NA	NA	Ints6
chr14:clu_18203_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr14:clu_18204_-	Success	0.140675122747496	1	0.595817580742153	0.805914928062404	Fdft1
chr14:clu_18205_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	Fdft1
chr14:clu_18206_-	Success	0.566661204073171	2	0.567416768355686	0.788433347995356	Fdft1
chr14:clu_18207_-	Success	4.51437013027976	1	0.00265767569351518	0.0447256837791086	Mtmr9
chr14:clu_18208_-	Success	0.716730980334091	1	0.23120027462445	0.532557739935575	Msra
chr14:clu_18209_-	Success	1.61242606318501	4	0.520926278381786	0.758655189737287	Hmbox1
chr14:clu_18210_-	Success	1.31906862333449	2	0.267384221453543	0.569550393301878	Hmbox1
chr14:clu_18211_-	Success	0.108275127507341	1	0.641681116786969	0.836085321894967	Extl3
chr14:clu_18212_-	Success	4.13651782413035	5	0.141816218904831	0.415528466586673	Extl3
chr14:clu_18213_-	Success	0.975715702655293	1	0.162432686647126	0.445321420832456	Elp3
chr14:clu_18214_-	Success	5.02771985369645	1	0.00151898758531897	0.0306149753871004	Elp3
chr14:clu_18215_-	Success	1.45837952460448	1	0.0876637752077156	0.327423177377767	Ptk2b
chr14:clu_18216_-	Success	0.441875683292892	2	0.642829544940645	0.837024075714933	Ptk2b
chr14:clu_18217_-	Success	0.487863798743319	1	0.323255874654681	0.614500341419693	Ptk2b
chr14:clu_18218_-	Success	0.0138013178147958	1	0.868046453953331	0.957661705026382	Ptk2b
chr14:clu_18219_-	Success	0.758459153100659	2	0.468387584828106	0.725473556706466	1700001G11Rik
chr14:clu_18220_-	Success	0.090401152142249	1	0.670684657670031	0.854459146628469	Bnip3l
chr14:clu_18221_-	Success	3.22470381087464	2	0.039767558550414	0.217535218509303	Ppp2r2a
chr14:clu_18222_-	Success	0.0117730938459317	1	0.878045254080929	0.961746662160823	Ppp2r2a
chr14:clu_18223_-	Success	0.826737057845548	1	0.198486744205489	0.494700057386769	Cdca2
chr14:clu_18224_-	Success	0.741527160352916	1	0.223297256282351	0.524536032812422	Cdca2
chr14:clu_18225_-	Success	0.177927944903047	1	0.550816825145823	0.77799116474857	Cdca2
chr14:clu_18226_-	Not enough valid samples	NA	NA	NA	NA	Slc25a37
chr14:clu_18227_-	Success	6.00692668176271	3	0.00733585508106332	0.0821979993583435	R3hcc1
chr14:clu_18228_-	Success	0.782233948746352	2	0.457383098763449	0.717713914025048	R3hcc1
chr14:clu_18229_-	Success	1.12471963424377	2	0.32474350155371	0.61539425793291	Rhobtb2
chr14:clu_18230_-	Success	0.914896772665884	2	0.400557972488402	0.674416259178703	Rhobtb2
chr14:clu_18231_-	Success	4.31067536285764	1	0.00332245382979013	0.0513478092763789	Rhobtb2
chr14:clu_18232_-	Success	0.0713176934627882	1	0.70567501096959	0.872392528836133	Ccar2
chr14:clu_18233_-	Success	2.67626032790031	2	0.0688200379000443	0.290026125725276	Ccar2
chr14:clu_18234_-	Success	0.000830047261217715	1	0.967499778456604	0.994293287806766	Ccar2
chr14:clu_18235_-	Success	0.117313393093582	1	0.628114157505942	0.827534878719938	9930012K11Rik
chr14:clu_18236_-	Success	4.78862638504688	4	0.04818385074719	0.242406494627832	Pdlim2
chr14:clu_18237_-	Success	0.325001058145062	3	0.884896042150006	0.964736105210234	Pdlim2
chr14:clu_18238_-	Success	1.05110685614142	1	0.14708605127083	0.423405257893656	Pdlim2
chr14:clu_18239_-	Success	2.18758524143254	2	0.112187327104274	0.372188752170475	Sorbs3
chr14:clu_18240_-	Success	3.53919321023932	3	0.069440856571981	0.290885526449611	Sorbs3
chr14:clu_18241_-	Success	9.50148542638635	2	7.474072554361e-05	0.00335627804016369	Sorbs3
chr14:clu_18242_-	Success	5.68785618472066	5	0.044419108253734	0.230176497671616	Sorbs3
chr14:clu_18243_-	Success	3.77932085073962	3	0.056070686649528	0.263133110394999	Ppp3cc
chr14:clu_18244_-	Success	0.264434807228554	1	0.46708248505626	0.725016498734745	Slc39a14
chr14:clu_18245_-	Success	1.36299357422013	1	0.0987270643856139	0.347231271604388	Slc39a14
chr14:clu_18246_-	Success	1.09495495789997	4	0.700876976450818	0.871109292091635	Slc39a14
chr14:clu_18247_-	Success	0.138851070093096	1	0.59821128580706	0.807725187087649	Bmp1
chr14:clu_18248_-	Success	1.85924944681574	2	0.155789514814932	0.435769618266869	Bmp1
chr14:clu_18249_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	Bmp1
chr14:clu_18250_-	Success	0.112662730570719	1	0.635011802381604	0.831766705656922	Bmp1
chr14:clu_18251_-	Success	0.119114225576595	1	0.625488558659565	0.825897058737324	Bmp1
chr14:clu_18252_-	Success	0.22752612878736	1	0.499945431242617	0.744376825827716	Bmp1
chr14:clu_18253_-	Success	1.00472934842401	5	0.847834702752363	0.948938132915619	Bmp1
chr14:clu_18254_-	Success	2.78825402044981	2	0.0615285477725368	0.274610472084334	Dmtn
chr14:clu_18255_-	Success	0.728926560885384	2	0.482426567794227	0.732144783969782	Dmtn
chr14:clu_18256_-	Success	4.80585685592473	1	0.00193340134924746	0.0360908419414667	Xpo7
chr14:clu_18257_-	Success	0.517562227055464	1	0.308958112280631	0.605229206596477	Fndc3a
chr14:clu_18258_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	Itm2b
chr14:clu_18259_-	Success	0.677708843200662	2	0.507779062065909	0.749878339002278	Lrch1
chr14:clu_18260_-	Success	0.428715658849796	2	0.651345107069862	0.842567735841955	Gtf2f2
chr14:clu_18261_-	Success	7.97070040843209	7	0.0256571567428446	0.169842487053595	Serp2
chr14:clu_18262_-	Success	0.295532006618032	2	0.744135597078137	0.89589127972463	Lacc1
chr14:clu_18263_-	Success	4.45584895537377	2	0.0116104589279726	0.107681195210275	Dnajc15
chr14:clu_18264_-	Success	6.88934647212318	3	0.00322240265115319	0.0501981892639378	Dnajc15
chr14:clu_18265_-	Success	0.427824079275524	3	0.836115538746852	0.942385884185353	Akap11
chr14:clu_18266_-	Success	0.910817655367055	2	0.402195232460677	0.675299759348083	Naa16
chr14:clu_18267_-	Success	0.898258652405275	2	0.407278255616483	0.679556315982649	Wbp4
chr14:clu_18268_-	Not enough valid samples	NA	NA	NA	NA	Cnmd
chr14:clu_18269_-	Not enough valid samples	NA	NA	NA	NA	Cnmd
chr14:clu_18270_-	Success	1.12788361015447	1	0.133117466900562	0.404709286675403	Dis3
chr14:clu_18271_-	Success	1.28527312867726	1	0.108870131688497	0.36573300154821	Commd6
chr14:clu_18272_-	Success	0.9799926418018	2	0.375313860475012	0.653781103592165	Commd6
chr14:clu_18273_-	Success	1.28703730759435	4	0.631422492805772	0.829492714086477	Fbxl3
chr14:clu_18274_-	Success	0.493125408172091	1	0.320660437374864	0.612939521342723	Mycbp2
chr14:clu_18275_-	Success	1.03946233410366	1	0.149345354949378	0.426704477061175	Mycbp2
chr14:clu_18276_-	Success	0.351544209787903	2	0.703600743234765	0.871664650351212	Mycbp2
chr14:clu_18277_-	Success	2.24854054149728	4	0.342893728191225	0.628996476911003	Gm17066,Rbm26
chr14:clu_18278_-	Success	5.1079439615205	2	0.00604850610925341	0.0742999672304172	Rbm26
chr14:clu_18279_-	Success	0.147631966345386	1	0.586866857694757	0.800574805951705	Rbm26
chr14:clu_18280_-	Success	0.765530318000117	1	0.215953331967983	0.515516410198541	Rbm26
chr14:clu_18281_-	Success	1.46629367632573	1	0.0868082686356379	0.325728721026426	Spry2
chr14:clu_18282_-	Success	0.0739946346059241	2	0.928676676544259	0.98028322802211	Tgds
chr14:clu_18283_-	Success	0.831272196319333	2	0.43549489874412	0.702459139155549	Abcc4
chr14:clu_18284_-	Success	0.220537984160842	1	0.506603587974324	0.748635238340499	Dzip1
chr14:clu_18285_-	Success	2.31470615990077	2	0.0987952097316925	0.347401533541147	Dzip1
chr14:clu_18286_-	Success	5.05027875343421	2	0.00640754707153783	0.0772019514717868	Dzip1
chr14:clu_18287_-	Success	0.408174868503465	1	0.36624958315836	0.64580621888398	Dzip1
chr14:clu_18288_-	Success	1.68185762451503	3	0.338872663490967	0.625313314852824	Dzip1
chr14:clu_18289_-	Success	0.546239917147489	1	0.295922410239693	0.59621405373118	Dzip1
chr14:clu_18290_-	Success	1.78684434387185	2	0.167487870733248	0.451187959099853	Stk24
chr14:clu_18291_-	Success	3.59125486019116	2	0.0275637200971606	0.177470433383438	Dock9
chr14:clu_18292_-	Success	0.839923630810063	1	0.194944749085707	0.490224154637758	Dock9
chr14:clu_18293_-	Success	2.1390114731081	2	0.117771205502314	0.38129971132191	Dock9
chr14:clu_18294_-	Success	0.0654044864982666	1	0.717594738275471	0.880021611603799	Dock9
chr14:clu_18295_-	Success	0.169202282662809	2	0.844338091153051	0.947404603427279	Ggact
chr14:clu_18296_-	Success	0.401492580688682	2	0.669320285576872	0.854080825444703	Ggact
chr14:clu_18297_-	Success	1.85690031267654	1	0.0539643816380064	0.257616529051429	Tmtc4
chr14:clu_18298_-	Success	0.00165662308290848	1	0.954098471696353	0.990268628935526	Tmtc4
chr14:clu_5449_+	Success	1.78826715124796	2	0.167249737204602	0.450995270222521	Ube2e2
chr14:clu_5450_+	Success	5.51277565702549	8	0.200255625358412	0.497351791041401	Ube2e2
chr14:clu_5451_+	Success	2.47711421277199	2	0.0839852397557799	0.320412586794492	Rpl15
chr14:clu_5452_+	Success	0.776992300450729	3	0.669867909037142	0.854231669149558	Ube2e1
chr14:clu_5453_+	Not enough valid samples	NA	NA	NA	NA	Oxsm
chr14:clu_5454_+	Success	3.66590248580178	6	0.291248793757062	0.593315580399303	Thoc7
chr14:clu_5455_+	Success	2.51245425498257	1	0.0249852455832799	0.166723001517239	Thoc7
chr14:clu_5456_+	Success	1.49007966656609	2	0.225354701589056	0.526174455673216	Thoc7
chr14:clu_5457_+	Success	0.521139344308949	1	0.307292100822305	0.603914575279114	Pdhb
chr14:clu_5458_+	Success	0.931263516668423	1	0.172333427499929	0.458516124764079	Nid2
chr14:clu_5459_+	Success	3.36377948277823	5	0.241703255518825	0.542930336589145	Nudt13
chr14:clu_5460_+	Success	6.31940749611925	2	0.00180101029575041	0.0342737126876697	Nudt13
chr14:clu_5461_+	Success	6.89680872503959	12	0.314081270964903	0.608694551667422	Fam149b
chr14:clu_5462_+	Success	0.318922304998296	2	0.726932026097334	0.885458253504086	Fam149b
chr14:clu_5463_+	Success	7.12266672726673	4	0.00655184747193578	0.0780194059180549	Sec24c
chr14:clu_5464_+	Success	0.482352559027277	2	0.617329378348668	0.820737631960436	Sec24c
chr14:clu_5465_+	Success	6.5665653231124	2	0.00140662041128969	0.0289846653809715	Sec24c
chr14:clu_5466_+	Success	0.567414878352537	1	0.286747482806529	0.588986690763515	Sec24c
chr14:clu_5467_+	Success	0.153969065253477	2	0.85729854091432	0.953017127610658	Sec24c
chr14:clu_5468_+	Success	0.195709931893418	1	0.531554003827107	0.766271814705476	Sec24c
chr14:clu_5469_+	Success	7.97505348683364	1	6.50341034970557e-05	0.00305278753028979	Sec24c
chr14:clu_5470_+	Success	0.00672092499507926	1	0.907700892482139	0.973512387154273	Sec24c
chr14:clu_5471_+	Success	1.04322105021492	3	0.554660484742694	0.780687721349901	Fut11,Chchd1
chr14:clu_5472_+	Success	3.39840850049586	1	0.00913205349919348	0.0943705787107103	Chchd1
chr14:clu_5473_+	Success	0.124744517945146	2	0.882722393509886	0.963582209572473	Zswim8
chr14:clu_5474_+	Success	0.0203013457037287	1	0.840306773070494	0.944808595735912	Zswim8
chr14:clu_5475_+	Success	0.119856860712048	1	0.624412956709347	0.825500659177968	Zswim8
chr14:clu_5476_+	Success	1.64469966922798	2	0.193070539111356	0.488501751393097	Zswim8
chr14:clu_5477_+	Success	0.00600022389721744	1	0.912768998076956	0.975327595481464	Zswim8
chr14:clu_5478_+	Success	0.31155769612451	1	0.429891937302962	0.698073174266418	Zswim8
chr14:clu_5479_+	Success	0.549314527871275	1	0.294567166211313	0.595238301756772	Zswim8
chr14:clu_5480_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	Zswim8
chr14:clu_5481_+	Success	0.00231127426988564	1	0.945794130715238	0.986945067152272	Plau
chr14:clu_5482_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	Vcl
chr14:clu_5483_+	Success	0.549214200726226	1	0.294611263341255	0.595238301756772	Vcl
chr14:clu_5484_+	Success	0.593171959449137	3	0.756281432908232	0.902136075319076	Adk
chr14:clu_5485_+	Success	3.97959018162373	2	0.0186932986254569	0.141543625257778	Adk
chr14:clu_5486_+	Success	0.238414945501205	1	0.489861765473626	0.736193687153781	Kat6b
chr14:clu_5487_+	Success	0.978359430283149	2	0.37592732821998	0.654221330564143	Kat6b
chr14:clu_5488_+	Success	0.0735335198368716	1	0.701354106157801	0.871272853260111	Samd8
chr14:clu_5489_+	Success	0.0107835671060457	2	0.989274367120844	1	Vdac2
chr14:clu_5490_+	Success	0.383277916074121	1	0.381284646599198	0.657257073075445	Vdac2
chr14:clu_5491_+	Success	0.2519036319718	1	0.477832003292982	0.730145010640276	Rps24
chr14:clu_5492_+	Success	20.1736255605356	6	3.89254670415849e-07	5.9069396235605e-05	Rps24
chr14:clu_5493_+	Success	7.23434011004201	2	0.000721383176753431	0.0183746377507795	Zmiz1,Gm47920
chr14:clu_5494_+	Success	0.0241971296717338	1	0.825881316079614	0.937571830707433	Zmiz1
chr14:clu_5495_+	Success	0.346200494616141	1	0.405348913990933	0.677797521083966	Zmiz1
chr14:clu_5496_+	Success	0.866102179519658	2	0.42058773388201	0.690634876821364	Zmiz1
chr14:clu_5497_+	Success	0.720086132972938	2	0.48671033234661	0.733964017844374	Ppif
chr14:clu_5498_+	Success	0.0327467910167343	2	0.967783580063359	0.994294889630968	Anxa11
chr14:clu_5499_+	Success	0.426203416490807	1	0.355872346925133	0.638705232761329	Il17rd
chr14:clu_5500_+	Not enough valid samples	NA	NA	NA	NA	Tasor
chr14:clu_5501_+	Not enough valid samples	NA	NA	NA	NA	Tasor
chr14:clu_5502_+	Not enough valid samples	NA	NA	NA	NA	Erc2
chr14:clu_5503_+	Success	1.02403310110469	1	0.152399655852565	0.430844110166015	Erc2
chr14:clu_5504_+	Success	3.73676569890858	2	0.0238310554293577	0.162567597439084	Selenok
chr14:clu_5505_+	Not enough valid samples	NA	NA	NA	NA	Chdh
chr14:clu_5506_+	Success	2.64353427499827	2	0.071109504371316	0.294111984362847	Dcp1a
chr14:clu_5507_+	Success	3.27238749150797	2	0.0379157952876465	0.211547304104102	Dcp1a
chr14:clu_5508_+	Success	1.58108854208604	4	0.531061568316322	0.766059595220548	Rft1
chr14:clu_5509_+	Success	0.0317641228002685	2	0.968735057644729	0.99461319450103	Rft1
chr14:clu_5510_+	Success	0.136562896676651	1	0.601242629393138	0.81032646850987	Rft1
chr14:clu_5511_+	Success	4.8622274577981	4	0.0453340073422349	0.23320120726048	Sfmbt1
chr14:clu_5512_+	Success	0.966041838769343	3	0.586621947334318	0.80048884797876	Nek4
chr14:clu_5513_+	Success	7.4817761618292	5	0.0105192137102582	0.102190794117922	Glt8d1
chr14:clu_5514_+	Success	0.0812329161852858	1	0.686896357630217	0.864314517521379	Glt8d1
chr14:clu_5515_+	Success	7.03758409275201	7	0.0498604518826612	0.245996841027561	Pbrm1
chr14:clu_5516_+	Success	0.106971421559365	2	0.898551351819839	0.970082762716015	Pbrm1
chr14:clu_5517_+	Success	0.544965065149427	2	0.57986204037974	0.795953797317885	Pbrm1
chr14:clu_5518_+	Success	3.50360923996323	5	0.220104013798878	0.520764913293233	Pbrm1
chr14:clu_5519_+	Success	7.83919188366463	1	7.50773243148073e-05	0.003362814605378	Nt5dc2
chr14:clu_5520_+	Success	15.9383736995305	6	1.72296616252183e-05	0.00105182750575043	Tnnc1
chr14:clu_5521_+	Success	0.973149412410407	1	0.162986246514481	0.445711806337488	Bap1
chr14:clu_5522_+	Success	1.52716499805138	2	0.217150417351828	0.517182897665301	Bap1
chr14:clu_5523_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	Bap1
chr14:clu_5524_+	Success	3.21003880488979	2	0.0403550472684853	0.219249968230601	Bap1
chr14:clu_5525_+	Success	0.974943998156959	2	0.377213477621625	0.654905695490035	Bap1
chr14:clu_5526_+	Success	7.56212611622323	2	0.000519768979019278	0.0145924933615253	Btd
chr14:clu_5527_+	Success	3.28307296884691	3	0.08709005662178	0.326180056747488	Oxnad1
chr14:clu_5528_+	Success	0.473625042116055	2	0.62274071033553	0.824921069375642	Oxnad1
chr14:clu_5529_+	Success	1.26841213907414	2	0.281277897555514	0.583952686716561	Oxnad1
chr14:clu_5530_+	Success	7.65936249597416	1	9.08118851237508e-05	0.0038706092344634	Ncoa4
chr14:clu_5531_+	Success	1.07824451007582	3	0.540569444824682	0.770622281928157	Ncoa4
chr14:clu_5532_+	Success	0.392953285739168	2	0.67506028179166	0.857640396911441	Ogdhl
chr14:clu_5533_+	Success	0.16711906967106	1	0.563174110739617	0.784921129956411	Ercc6
chr14:clu_5534_+	Success	26.1960445918576	4	1.14211051686953e-10	7.73252747248245e-08	Arhgap22
chr14:clu_5535_+	Success	0.0496249701896545	1	0.752731598214325	0.900263113848971	Arhgap22
chr14:clu_5536_+	Success	0.347110265585798	1	0.404732520847976	0.677170077527624	Glud1
chr14:clu_5537_+	Success	0.0507501340766225	1	0.750036628024555	0.89851582875096	Wapl
chr14:clu_5538_+	Success	7.48521153890806	5	0.010489465909138	0.102027432390982	NA
chr14:clu_5539_+	Success	0.0105881511777284	1	0.884299696899643	0.964635778925725	NA
chr14:clu_5540_+	Success	0.316026204635136	1	0.426603474707693	0.695195423558556	NA
chr14:clu_5541_+	Success	1.53532918335327	1	0.0797171814760805	0.311955043292097	NA
chr14:clu_5542_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	Gm8126,Gm49146
chr14:clu_5543_+	Not enough valid samples	NA	NA	NA	NA	Gm8126
chr14:clu_5544_+	Success	2.34023480781815	1	0.0305074074389187	0.187507644255337	NA
chr14:clu_5545_+	Success	0.775003550799056	1	0.213134392488926	0.512364968989648	Psmc6
chr14:clu_5546_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr14:clu_5547_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	Ubb-ps
chr14:clu_5548_+	Success	3.27585598417772	1	0.0104783290249355	0.102027432390982	Cdkn3
chr14:clu_5549_+	Success	0.0472061031052817	1	0.758641146284379	0.903603768728867	Cdkn3
chr14:clu_5550_+	Success	1.90428282735388	1	0.050991098757159	0.249124704807735	Cgrrf1
chr14:clu_5551_+	Success	0.0526991781518404	1	0.745445125202003	0.896206647113605	Samd4
chr14:clu_5552_+	Success	0.986633277909277	2	0.372829794718414	0.651688479810116	Samd4
chr14:clu_5553_+	Success	0.366002194759119	1	0.392234258406851	0.666908108831816	Mapk1ip1l
chr14:clu_5554_+	Success	0.299262493548667	1	0.439141364362294	0.704989095929727	Lgals3
chr14:clu_5555_+	Success	4.46669337270941	9	0.443445810355977	0.70783248093002	Fbxo34
chr14:clu_5556_+	Success	0.995446669403862	1	0.158247504270622	0.439651328547309	Ktn1
chr14:clu_5557_+	Success	0.000244958243285964	1	0.982341019436385	0.998853336710876	Ktn1
chr14:clu_5558_+	Success	0.469307211410694	1	0.332634431563636	0.620385231672226	Ktn1
chr14:clu_5559_+	Success	0.384949377929388	2	0.680485082896616	0.860482150786577	Ktn1
chr14:clu_5560_+	Success	2.01991689110992	2	0.132666490386732	0.404105940522175	Ktn1
chr14:clu_5561_+	Success	0.735796240832769	2	0.479123809111689	0.730832022169614	Ktn1
chr14:clu_5562_+	Success	3.60108202019956	2	0.0272941736167762	0.176509676038248	Ktn1
chr14:clu_5563_+	Success	2.83137704517821	4	0.225789356599567	0.526492807191778	Ktn1
chr14:clu_5564_+	Success	1.35565469841276	1	0.0996391764571615	0.34911393773396	Parp2
chr14:clu_5565_+	Success	0.00519447471873491	1	0.918815256817186	0.977452406221849	Parp2
chr14:clu_5566_+	Success	8.80677518437824	8	0.0243178975482167	0.164641519438946	Gm26782
chr14:clu_5567_+	Success	0.301532445890189	1	0.437411014659211	0.703900319013601	Apex1
chr14:clu_5568_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	Pnp,Gm49342,Pnp2
chr14:clu_5569_+	Success	0.242777559406932	1	0.48591679254619	0.733332758846929	Ang,Rnase4
chr14:clu_5570_+	Success	1.87905981046151	3	0.288795247061923	0.590848760347632	Mettl17
chr14:clu_5571_+	Success	6.04589689563545	4	0.016681558538469	0.132691131926195	Arhgef40
chr14:clu_5572_+	Success	1.16498730330511	1	0.126903947400492	0.395238886427965	Arhgef40
chr14:clu_5573_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr14:clu_5574_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	Arhgef40
chr14:clu_5575_+	Success	0.365297876360273	1	0.39269014999441	0.667052398071206	Arhgef40
chr14:clu_5576_+	Success	1.12039579431678	1	0.134412154309816	0.406458629830834	Arhgef40
chr14:clu_5577_+	Success	0.239124800602269	1	0.489216246910293	0.735839005318342	Arhgef40
chr14:clu_5578_+	Success	1.70583726888799	3	0.332399602477805	0.620258467030555	Arhgef40
chr14:clu_5579_+	Success	0.0279852599378501	2	0.972402699971843	0.995543006422723	Arhgef40
chr14:clu_5580_+	Success	4.94569736641461	1	0.00166053462406709	0.0324061984339834	Arhgef40
chr14:clu_5581_+	Success	0.000731553596324375	1	0.969487890010586	0.994763941296267	NA
chr14:clu_5582_+	Success	2.73155185244616	1	0.0194221187601597	0.144622485843947	NA
chr14:clu_5583_+	Success	1.92933260845712	2	0.145245101496285	0.420374662091626	Abhd4
chr14:clu_5584_+	Not enough valid samples	NA	NA	NA	NA	NA
chr14:clu_5585_+	Success	1.01593559409895	1	0.15403086359386	0.433339506447614	Oxa1l
chr14:clu_5586_+	Success	1.18226548325936	1	0.124121213985202	0.39134976352884	Oxa1l
chr14:clu_5587_+	Success	4.56559472432127	2	0.01040369003902	0.10151671605148	Mrpl52
chr14:clu_5588_+	Success	7.15457601756543	3	0.00251316499161172	0.0431181709038413	Lrp10
chr14:clu_5589_+	Success	0.185899953147725	1	0.542024796005529	0.771385114729187	NA
chr14:clu_5590_+	Success	3.50823653030511	4	0.135020256116462	0.406840391718262	1700123O20Rik
chr14:clu_5591_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr14:clu_5592_+	Success	0.239767760175255	1	0.488632782162924	0.735332890940234	Bcl2l2,Gm20521
chr14:clu_5593_+	Success	18.199486195892	6	2.30562862902146e-06	0.00022547767087036	Bcl2l2,Gm20521,Pabpn1
chr14:clu_5594_+	Success	0.00295788239645844	1	0.938691952926498	0.984555469663656	Ngdn
chr14:clu_5595_+	Success	0.860970349067429	2	0.422751666541286	0.69254193571699	Ngdn
chr14:clu_5596_+	Success	0.139872137080602	2	0.869469401187627	0.958233909296388	Dhrs4
chr14:clu_5597_+	Success	2.48501718839861	1	0.0257901348805946	0.170414318432097	Dhrs4
chr14:clu_5598_+	Not enough valid samples	NA	NA	NA	NA	Carmil3
chr14:clu_5599_+	Success	8.34907959874363	3	0.00081528660662991	0.0199881478224322	Pck2
chr14:clu_5600_+	Success	2.05983231830032	3	0.248829064719817	0.549578171425714	Pck2
chr14:clu_5601_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr14:clu_5602_+	Success	0.971380776916249	2	0.378559970198193	0.65561079361771	Pck2
chr14:clu_5603_+	Success	22.0464057714089	13	2.96208940346358e-05	0.00162425372491557	Dcaf11
chr14:clu_5604_+	Success	0.236855126881892	1	0.491285211999714	0.737388607335518	Dcaf11
chr14:clu_5605_+	Success	0.665173077189706	1	0.248743645904869	0.549578171425714	Dcaf11
chr14:clu_5606_+	Success	0.32207033047024	1	0.42221536913493	0.691952066183984	Dcaf11
chr14:clu_5607_+	Success	0.257803447078913	1	0.472721695956599	0.726909789183381	Dcaf11
chr14:clu_5608_+	Success	0.730759502168439	1	0.226688585865979	0.527307193406434	Psme1
chr14:clu_5609_+	Success	0.63731525753218	1	0.258899792518424	0.560525039380652	Psme1
chr14:clu_5610_+	Success	1.35266706536598	1	0.10001312593789	0.349937468166368	Rnf31
chr14:clu_5611_+	Success	0.555541191340978	1	0.291846783560979	0.593460209019756	Rnf31
chr14:clu_5612_+	Success	0.114238108719292	2	0.89204552677487	0.967598615552516	Rnf31
chr14:clu_5613_+	Success	0.0638189551500545	2	0.938174835878652	0.98426118590829	Irf9
chr14:clu_5614_+	Success	0.0874529001976043	1	0.675788169210438	0.858174456788183	Gmpr2
chr14:clu_5615_+	Success	2.20416526094687	2	0.110342594144968	0.368272010219165	Gmpr2
chr14:clu_5616_+	Success	0.13530262525552	1	0.602926053885029	0.811414933221572	Gmpr2
chr14:clu_5617_+	Success	1.74277987755931	1	0.0619064216597221	0.275673852890485	Gmpr2
chr14:clu_5618_+	Success	0.000774762897265191	1	0.968600168339199	0.994558832964948	Nop9
chr14:clu_5619_+	Success	1.68078435063035	1	0.0667344702552686	0.285404975681121	Nop9
chr14:clu_5620_+	Success	0.0413827130357163	1	0.77358419180031	0.910741207080047	Nfatc4
chr14:clu_5621_+	Success	0.0464713335014721	1	0.760468975041376	0.90405946139997	Khnyn
chr14:clu_5622_+	Success	0.0581338225903778	1	0.73311832377577	0.889514878234414	Mphosph8
chr14:clu_5623_+	Not enough valid samples	NA	NA	NA	NA	Zmym2
chr14:clu_5624_+	Success	0.174546436088121	1	0.554627082810721	0.780687721349901	Sap18
